stipsan/uikit-react,eslint,2016-08-07T12:53:11Z,stricter eslint rules,neutral
nteract/nteract,eslint,2016-06-30T22:50:09Z,update eslint. bring back no-unresolved. electron imports are now correctly recognized. as a result of doing the lint fixups. i found a bug in the widgets/comms setup (wrong import path).,negative
nteract/nteract,codecov,2016-05-22T04:57:07Z,remove coveralls (since we're using codecov). nothing quite like spring cleaning.,neutral
nteract/nteract,codecov,2016-05-23T13:30:07Z,overall codecov increased. but pr content had 0 coverage.  i decided to merge anyways.,neutral
jira-node/node-jira-client,eslint,2016-02-16T15:11:41Z,going to wait on upstream eslint config repos to catch up.,neutral
less/less.js,jasmine,2014-04-02T21:05:21Z,no. i'm using a jasmine test runner that uses phantomjs behind the scenes.,neutral
wycats/handlebars.js,mocha,2013-03-15T22:29:21Z,oh wow. very nice! thank you so much for showing me that. i'd never have found it otherwise. the `readme` is definitely misleading in that regard. as it makes no mention of mocha-only testing. can you show me a gist or something that would give me a very basic overview of how to implement mocha testing so that i can go ahead and get to work on my pr?thank you!,positive
mantoni/mochify.js,mocha,2014-10-14T18:00:51Z,it's a "bring your own mocha" design ;-)just add mocha to your devdependencies and it works fine.,positive
mantoni/mochify.js,mocha,2014-10-14T18:06:23Z,bingo! add mocha to the `peerdependencies` in mochify's package.json?,neutral
mantoni/mochify.js,mocha,2014-10-15T09:43:06Z,register mocha as a dependency. fixes #31,neutral
mantoni/mochify.js,mocha,2014-10-15T10:05:05Z,:+1:,neutral
mantoni/mochify.js,mocha,2014-10-16T12:12:10Z,no. this is not the way forward. simply because it does not make a particularly nice api and also because not all the arguments make sense to be passed to mocha (e.g. `--debug` or `-w` since it need different handling in the mochify context). the same is true for browserify. i've started to work on this on a branch and already converted the arguments parsing to use `subargs`. but mainly to allow to pass arguments to custom transforms:```$ mochify --transform [ foo -x -y ]```in case of `--recursive` i'd prefer it to be passed down just like `-u` and `-r` are.,negative
mantoni/mochify.js,mocha,2014-11-06T03:00:37Z,using chai with mocha. not clear to me how would i use this assertion lib**update**i should blame myself for opening this ticketit was fairly easy to do so:```chai = require 'chai'chai.should()```,negative
mantoni/mochify.js,mocha,2014-11-06T03:25:02Z,how to require a helper function to run before each test?. not sure how can i include helper function for mochait seems like there is missing option that default mocha provides `--require` package,neutral
mantoni/mochify.js,mocha,2014-11-06T13:36:41Z,i think `--require` (and the `-r` shorthand) could be supported by mochify. fortunately. browserify has the same option and it has the same effect :)anybody up for adding this in?,neutral
cucumber/cucumber-js,standard,2018-02-28T13:31:25Z,oh `progress` is a dependency of `cucumber`. it wasn't written by me. it for one of the official reporter types. used by reporter `progress-bar`.however. you gave me a good idea. something i should have thought of before: i run protractor tests via gradle. which is notorious of its special way of handling standard i/o channels. so i will run some tests to confirm that is indeed just a problem of that.,negative
cucumber/cucumber-js,mocha,2017-01-31T16:53:17Z,i agree that it will mean you always accept `world` as argument. and that's an api change.i think that like mocha wich has `--ui exports` and `--ui tdd` and `--ui bdd` - the cucue can as well.it's basically a project variable that determines if steps are called/applied  on the world. or accept it as 1st argument.,negative
cloudchen/grunt-template-jasmine-requirejs,jasmine,2014-02-25T19:35:27Z,issue with matchdep. since the plugin is titled "grunt-template-jasmine-requirejs" any time that you are using matchdep to load your grunt tasks you get the following error: ">> local npm module "grunt-template-jasmine-requirejs" not found. is it installed?".the typical use case for loading grunt plugins with matchdep is:require('matchdep').filterdev('grunt-*').foreach(grunt.loadnpmtasks);to be clear grunt-template-jasmine-requirejs is a grunt plugin helper. not an actual grunt plugin. the naming convention conveys the message that this is a normal grunt plugin. this is causing some hacky work arounds when using matchdep. but could be resolved if the project name was changed to any of the following:grunttemplate-jasmine-requirejsjasmine-requirejs-shimjasmine-requirejs,neutral
cloudchen/grunt-template-jasmine-requirejs,jasmine,2014-02-25T20:37:49Z,to be clear. matchdep is used to get dependencies that match a pattern. using it to broadly include modules based off of wildcards is a bit hacky itself.i use it sometimes too. but i don't expect module maintainers to support changing the names of things to support that method of loading. the keyword 'gruntplugin' is what is used to denote grunt tasks. the grunt-\* naming convention is for things related to grunt. if you happened to include grunt-cli or grunt-lib-phantomjs you'd run into the same issue.```matchdep.filterdev('grunt-*')  .filter(function(module){return !module.match('grunt-template-.*')})```seems perfectly appropriate and in line with how it should be used.,neutral
diegomura/react-pdf,standard,2017-08-21T23:52:10Z,hi tuananhtd . `dom-bindings` examples are not currently working since we are not done yet with setting up `pdf-kit` to work on a node standard environment. jbovenschen do you know if there is any progress on this? this is starting to cause lots of trouble.,negative
appium/appium,selenium,2014-06-16T20:34:11Z,this is different from your original issue. so it might be more convenient to open a new issue.in the new issue. please post the appium server logs. as well as what system you are trying to use.just for reference. a lot of the gesture actions do not work on ios 7,positive
appium/appium,selenium,2014-06-18T20:51:39Z,i think robot framework probably needs to be updated so that it can work with the selenium 3 protocol. maybe someone can make an appium extension to robot framework.the only workaround i can suggest right now is patching the driver object you get with robot framework to include the context commands. you can take a look at the appium-client code to see how that's done.,neutral
appium/appium,selenium,2014-07-03T13:29:43Z,added selenium-webdriver bridge sample,neutral
appium/appium,selenium,2014-07-07T23:48:50Z,appium is not a grid hub. you need to run selenium grid as the hub.,neutral
appium/appium,sauce,2014-05-03T01:51:20Z,update sauce example,neutral
appium/appium,sauce,2014-05-10T23:22:21Z,first ci tests on sauce. just a couple of tests for now. rest will follow.,neutral
appium/appium,sauce,2014-05-15T20:57:01Z,it's detailed in the appium tutorial on saucelabs.com. fwiw,neutral
appium/appium,mocha,2014-07-02T18:42:14Z,you need to upgrade mocha.,neutral
appium/appium,jshint,2014-05-14T11:43:01Z,oh. oki thought jshint would still catch this case.,neutral
keycloak/keycloak-nodejs-connect,jshint,2016-05-03T20:59:38Z,test with jshint.,neutral
keycloak/keycloak-nodejs-connect,jshint,2016-05-05T20:21:03Z,helio-frota like we discussed. let's run/fix jshint issues before we add such constraints to the project.,positive
brunch/brunch,mocha,2013-03-23T00:19:39Z,as i have been sayin’. transition to `mocha-phantomjs` and removal of `brunch test` is planned soon. mocha-phantomjs is a lot simpler and gives more real-world results.,neutral
brunch/brunch,mocha,2013-03-24T22:22:01Z,plorent good stuff. need to try this one,positive
brunch/brunch,eslint,2016-01-29T19:39:06Z,make eslint happy,positive
yahoo/mojito,selenium,2013-02-14T22:51:21Z,changes for screwdriver:start browser on remote selenium host and reuse session,neutral
yahoo/mojito,selenium,2013-02-21T17:06:01Z,use different selenium as a workaround before the blocker is remoted,neutral
yahoo/mojito,selenium,2013-02-21T21:47:54Z,disable selenium tests for travis. enable travis for server unit tests. until we get the selenium thing resolved..,positive
yahoo/mojito,selenium,2013-02-22T21:36:14Z,switch to sd default selenium,neutral
alphagov/govuk_elements,standard,2016-09-12T10:25:00Z,could we change the scripts in package.json to look like``` json  "scripts":{    "test": "standard && grunt test".    "start": "grunt"  }.```(package.json can get the binary globals from the local node_modules so you don't need to hard code them)then remove start.js?,neutral
babel/babel,mocha,2015-10-30T16:17:03Z,`babel/register` is now `babel-core/register` so try `mocha --compilers js:babel-core/register` instead,neutral
babel/babel,mocha,2015-11-04T13:29:08Z,have the same issue when running unittests with mocha```// mocha.opts--compilers js:babel-core/register```i particularly have this issue when exporting class```class wow { }export default class hey extends wow { ...}``````'this' is not allowed before super() (this is an error on an internal node. probably an internal error)```but this works ```class wow { }class hey extends wow { ...}export default hey;```,positive
babel/babel,mocha,2015-11-06T23:15:48Z,introduce exec tests for plugin regressions. this makes it easier to catch regressions and to report plugin issues. ideally we'd have an input and expected files. but that would require changes to mocha-fixtures too. this is good enough for now.cc sebmck thejameskyle,negative
babel/babel,codecov,2017-02-01T21:28:49Z,danez does my explanation make sense? there are no tests for babel-register. so in order to pass the codecov checks i'll likely have to write tests for the entire package...which i don't really want to do unless this is something that would be accepted.,neutral
babel/babel,codecov,2017-02-10T02:08:09Z,hzoo changes has been completed. what can i do about codecov ❌'s?,neutral
angular/angular-seed,karma,2014-04-17T01:54:56Z,need to 'karma-junit-reporter’ in plugins for reporter to work. without this - if you try to use the junit reporter. it will fail due to missing module (even if installed outside).,neutral
angular/angular-seed,karma,2014-05-02T21:17:05Z,you also add it to the package.json file to make sure it also gets installed,neutral
angular/angular-seed,karma,2014-05-03T05:17:04Z,done - and i squashed commits down.,neutral
angular/angular-seed,karma,2014-05-03T17:58:51Z,this is outdated.  we can run karma and protractor using npm scripts. see the readme.,neutral
angular/angular-seed,karma,2014-05-04T03:15:02Z,hi petebacondarwin.i reviewed my pull request and your comments.  if i checkout the d38e34855b4bda3efaeed63a81844ef94331e3b2 commit (the one before your latest round of updates) and run npm install from the root directory. it was already creating my bower_components directory under the app folder.  the problem i had was all the references (index.html & karma tests) pointed to it being under the root folder.  i even cleared my npm cache before running it and get the same thing.i've been snooping around for an installer slipping into the app folder before bower gets run but after about 30 minutes of poking around. i can't find it.i am very interested to find out if you delete (because they are in the .gitignore file and would stick around) your /node_modules folder. any bower_components folder and any .bowerrc file you have and checkout the commit i listed above into it's own branch locally. then run npm install... and immediately run npm test. what you get.  1) where does it install the bower_components directory for you (is it under app?)2) do your karma tests pass.i get failures because just by default bower_components are getting installed into the app directory for me. yet the karma tests look for it in the root folder.i realize your commit daf71f2 fixes this issue regardless.  i am just trying to get a sanity check.  forget about the browser for now please.  i believe i was doing something wrong with it failing. but do the karma tests pass or fail for you?thank you!,negative
jshint/jshint,jshint,2013-02-18T02:21:26Z,this is indeed a pain. i'd love to see a jshint option to ignore empty files for all the reasons jedverity mention above.,negative
jshint/jshint,jshint,2013-02-20T05:53:31Z,why doesn't jshint check curlybrace style in function definition. ```$ cat test.jsvar a = function (){  return true;};```in jshint. this is result in no errors.but i want to force the style below like jslint```var a = function () {  return true;};```why doesn't jshint support that? otherwise is there a option about that?,negative
jshint/jshint,jshint,2013-02-21T23:24:49Z,it would be a great addition to jshint primarily for pre-commit hooks and other similar scripts.  +1,positive
jshint/jshint,jshint,2013-02-21T23:38:52Z,this sounds like a job for `white` but we don't update `white` anymore since its pretty much a legacy option from jslint at this point. we will do a more configurable styling checker at some point.,positive
jshint/jshint,jshint,2013-02-21T23:48:47Z,`/*jshint es5:true */` should fix it.,positive
jshint/jshint,jshint,2013-02-24T13:12:02Z,fix for trivial. referencing undefined object error. i caught "typeerror: cannot read property 'foobar' of undefined" on"immed" related sections of jshint code.when i applyed fixmyjs to minified js code by mistake.(got no error for other js files.),negative
jshint/jshint,jshint,2013-02-26T05:43:04Z,invalid warnings for a function invocation pattern. for the following javascript:``` javascript/*jshint asi:true */var a = []void function timed () {    settimeout(timed. 1000)}()```jshint gives the following output:```jshint-bug.js: line 4. col 1. expected an operator and instead saw 'void'.jshint-bug.js: line 6. col 2. function declarations are not invocable. wrap the whole function invocation in parens.jshint-bug.js: line 6. col 3. expected an assignment or function call and instead saw an expression.3 errors```while this should be perfectly fine. it's just a closure. interestingly enough. if you wrap the closure in parenthesis instead of the void pattern. jshint doesn't complain even though that would be an actual problem (asi hazard. causes the engine to try and run the array as a function with the value of the function timed as an argument).,negative
jshint/jshint,jshint,2013-02-26T17:23:30Z,one more example. which acts as expected and does not generate a warning about `err` being unused.``` javascript/*jshint unused:true */function hasunusedparam(err. cb) {    return cb;}```the problem with setting unused to true inline seems to only appear when set _inside_ a function. that is. setting unused to true at the top of a file works as expected. but setting it inside a function it does not.,negative
jshint/jshint,jshint,2013-02-27T22:30:46Z,agree with axkibe as well. antonkovlayov suggests commenting out the unused parameters but that does _not_ work if the unused parameter is in the middle of the list - you need the middle parameter to retain proper order.,neutral
jshint/jshint,jshint,2013-02-28T02:01:00Z,thank you!,positive
jshint/jshint,jshint,2013-02-28T02:15:50Z,what was use case for this? it'd be nice to have a test case to prevent possible future regressions.,negative
jshint/jshint,jshint,2013-02-28T05:43:49Z,absolutely agree with axkibe and jsoverson. this would be one of the single most useful enhancements for jshint.,positive
jshint/jshint,jshint,2013-02-28T20:00:44Z,you can use `/* jshint -w001 */`,neutral
jshint/jshint,jshint,2013-02-28T22:01:04Z,complete sample .jshintrc. this branch/pr replaces `example/.jshintrc` with a complete configuration file that can be dropped into place in any project without affecting the default jshint options. i've also included comments with each option that should clearly indicate what the possible values will mean practically.if this is accepted. the next step i would think is a feature in the cli that copies this sample file to cwd.,neutral
jshint/jshint,jshint,2013-03-01T23:44:14Z,looks great. thanks!,positive
jshint/jshint,jshint,2013-03-03T00:01:23Z,i see. this is not scoped suppression. right? also is there a way to turn warning back after /\* jshint -w001 */?thank you.,negative
jshint/jshint,jshint,2013-03-04T10:54:51Z,(node) warning: possible eventemitter memory leak detected. 11 listeners added. use emitter.setmaxlisteners() to increase limit.. i get this error in chrome if i press the lint button 3x.,negative
jshint/jshint,jshint,2013-03-05T18:18:29Z,perhaps the config is determined by a sort of "inheritance" pattern? maybe the directory of the file is checked first. and then the script traverses up the directory tree and gathers all the available configs in the hierarchy together. then it can either go top-to-bottom (closer to root takes precedence) or bottom-to-top. (closer to target file takes precedence)with the "bottom-to-top" approach. you could easily set "global" config rules for a project. and allow specific directories to override only as-needed. certainly makes pinning down exactly what rules are applied where a bit trickier. but that complexity is only introduced by conscious effort on the part of a project.,neutral
jshint/jshint,jshint,2013-03-05T19:11:56Z,yes i was imagining something like that. i think you'd want the configs closer to the target file to take precidence really.the "pinning down errors" issue is also offset by the flexibility. and the fact that the rules for determining the config are relatively easy to understand/explain,positive
jshint/jshint,jshint,2013-03-05T19:18:00Z,i'm actively working on a pull request that should handle this. the goal is to work exactly like the current implementation. expect instead of searching for .jshintrc relative to the current directory. it searches relative to the parent directory of the file being checked. hopefully i'll have something ready within the next week.,neutral
jshint/jshint,jshint,2013-03-06T10:07:51Z,i also get this warning. when checking a bigger js file.can you provide a way (e.g. a directive) to increase the limit per file and/or global?,neutral
jshint/jshint,jshint,2013-03-06T15:00:18Z,is there any progress on this?even if it only checks for the exact pattern `if (!obj.hasownproperty(key)) continue;`. it would still be very useful.  (breaking. returning. or throwing from such an `if` would be very strange),positive
jshint/jshint,jshint,2013-03-06T19:47:51Z,uhm. i just need to fix that.,neutral
jshint/jshint,jshint,2013-03-06T21:43:10Z,just out of curiosity. why would empty lines with just tabs throw an error?i personally like to tab out on empty lines to match the indent for that level. i understand that not all folks like to do this (see #182). but why would empty tab lines be considered an error to the parser? it's not bad code ... is it really such a bad coding style that jshint wouldn't allow for such a style (when `trailing` is set to `true`).would it be silly to allow for empty lines when `trailing` is turned on? iirc. some of the options allow for varying levels of enforcement ... couldn't this option allow for different "levels" of checking? this would make make both groups of people happy (i.e. those who don't indent on empty lines and those that do).sorry to beat a dead horse ... i know some of this treads on flame war territory. i just would not respect myself later if i did not try to convince you to add an option to allow for empty line indentations. :dancers:,negative
jshint/jshint,jshint,2013-03-07T13:44:22Z,search for .jshintrc relative to the file being linted.. this patch updates the logic that looks for a .jshintrc file touse to search relative to the file being linted rather than thecurrent working directory. if no file is found. config stillfalls back to ~/.jshintrc.this behavior should better reflect user intent when lintingfiles. regardless of where jshint (or the editor leveragingit for checks) is run from. since config lookup is now per-fileinstead of per-run. the internal findfile method has beenmemoized to avoid redundant searching.references:  fixes gh-833,neutral
jshint/jshint,jshint,2013-03-08T08:34:57Z,option for unused local vars but not parameters. it would be great to have an option that would produce warnings only for unused local variables. and not for unused function parameters. take a look at the following case:``` javascriptfunction sum(){    var sum = 0    array.prototype.slice.apply(arguments).foreach(function(a){       sum += a    })    return sum}function addtwonumbers(a. b){    return sum.apply(this. arguments)}```in this case. for the function addtwonumbers. i really want to keep the declared arguments **a** and **b**. since this makes it clear to readers as to what parameters the function expects. yet. i would like jshint not to warn on these as unused variables. but only notify me of unused local vars. explicitly declared in the function body,negative
jshint/jshint,jshint,2013-03-08T20:26:31Z,yes. i can disable it but i actually want this feature where it makes sense.i ended up grabbing the old jshint.js files from my sublimelinter package backup but i'd prefer to stay up to date if possible.,negative
jshint/jshint,jshint,2013-03-09T23:12:40Z,+1would you be able to update `examples/.jshintrc` with this new option?,neutral
jshint/jshint,jshint,2013-03-12T16:30:36Z,since this issue is closed. i think it makes sense to continue discussion about skipping a specific line on #870,neutral
jshint/jshint,jshint,2013-03-12T22:37:37Z,rejects it(jorge)();,neutral
jshint/jshint,jshint,2013-03-13T01:22:16Z,braces around case block causes spurious "expected a 'break' statement before 'case'.". to reproduce. enter the following code into jshint.com:window.foo = function() {    "use strict";    var x = 1;    switch (x) {    case 0: { break; }    case 1: break;    case 2: break;    default: break;    }};line 5: case 0: { return; }expected a 'break' statement before 'case'.i would expect the above code to jshint cleanly.,positive
jshint/jshint,jshint,2013-03-13T09:54:49Z,:+1:,neutral
jshint/jshint,jshint,2013-03-14T05:40:58Z,that's a good point too. it would be generally useful to have all of the linting of use strict without having to type it for every environment since in general more people use jshint than use use strict.,positive
angular/angular.js,karma,2013-06-05T18:44:26Z,feat(ngdocs): setup karma-docs testing suite to test docs components,neutral
angular/angular.js,karma,2013-06-10T22:17:44Z,fix(angularfiles): ensure only karma-docs.js tests the component-spec files,neutral
angular/angular.js,karma,2013-06-10T22:24:32Z,chore(ngdocs): add angular-route.js to karma docs suite,negative
summernote/summernote,sauce,2015-08-18T12:07:36Z,mstred we skip saucelabs for build on pr. you can pass the build if you rebase your pr against develop branch.,neutral
istanbuljs/istanbuljs,istanbul,2017-04-17T17:23:01Z,stupidism i've tested jakxz's branch of your repo; if you switch the order of rewire and istanbul things should start working for you.,neutral
istanbuljs/istanbuljs,istanbul,2017-04-26T21:03:59Z,istanbuljs/istanbuljs#42 - add failing test for cobertura reporter branchmap structure. #42 this branchmap structure is used by both the cobertura and  the clover reporters. a fix would add accurate conditional coverage to both.,negative
istanbuljs/istanbuljs,istanbul,2017-04-28T23:51:29Z,chore: switch website url to the new istanbul.js.org url,neutral
istanbuljs/istanbuljs,istanbul,2017-04-29T06:49:59Z,jakxz i'm pretty sure that in normal circumstances. getting a `null` statement should be impossible;samnelson are you able to share the codebase that you were bumping into issues on? i think if we switch the order of `istanbul` and `rewire` things might start working for you -- and we won't need this fix.,neutral
istanbuljs/istanbuljs,istanbul,2017-04-29T07:21:38Z,jakxz the problem is it would result in misreporting test coverage information -- except in bizarre situations. like the interaction we're seeing between `babel-plugin-rewire` and `babel-plugin-istanbul`. it should be impossible to have a `null` in a coverage map. if we'd been hiding this edge-case. we never would have found the bad interaction between these two libraries that was dropping coverage information on the ground.,negative
istanbuljs/istanbuljs,istanbul,2017-05-01T13:56:23Z,bcoe reversing the order resolves the problem. as far as documentation goes. maybe something in the readme for babel-plugin-istanbul would be a good place to document this this fix.,positive
istanbuljs/istanbuljs,istanbul,2017-05-05T14:53:08Z,q: how to manually add coverage during a nyc instrumented test-run. hi.i've got a fun little setup.i'm running `mocha` instrumented with `nyc`. like `nyc -n src -i babel-core/register mocha`. in itself. this part works.most of the tests are unit-tests running directly in the nodejs instance. other tests are end-to-end tests which start a webdriver-controlled browser. bundle sourcefiles with webpack using babel and `istanbul-instrumenter-loader`. then do some browser tests and send `window.__coverage__` back to the test-runner via the webdriver connection. the test runner then writes out the source-mapped coverage data to `.nyc_output` (with a little help from `istanbul-api`) where it gets picked up by nyc and reported. this works too.however. if i run both the normal testsuite and the end-to-end tests in the same mocha run. the manually written coverage overrides coverage data from nyc. that is. if i have 100% coverage on `src/thing.js` in the regular tests. but only 70% in the end-to-end tests. nyc reports only 70%.is there something i can do to somehow funnel the browser's coverage data into the running nyc instance?,negative
istanbuljs/istanbuljs,istanbul,2017-05-05T20:26:52Z,after a while i figured i could just mutate the global `__coverage__` object. at that point. merging the source-mapped data into it was straightforward. sometimes you just have to write things down (into an issue) to figure out how to solve the problem :)thanks anyway!,positive
istanbuljs/istanbuljs,istanbul,2017-05-05T20:41:31Z,jpommerening i'm glad you figured out an approach  please let me know if there's anywhere we could document this better.,positive
istanbuljs/istanbuljs,istanbul,2017-05-08T17:34:17Z,samnelson please feel free to reopen this discussion if you're still bumping into issues  we've rolled out a few changes to nyc/istanbul-lib-instrument that i think should solve your problem.,positive
istanbuljs/istanbuljs,istanbul,2017-05-08T18:11:22Z,popomore there might definitely be some wins on both the istanbuljs and babel side -- it's always fun to crack out a profiler,neutral
